Jay J. Banks,5.0 out of 5 stars,"
Very insightful. Eye opening. Points out everything I've been doing wrong in interpersonal relationships.
","Reviewed in the United States on June 20, 2017"
Echo dot,5.0 out of 5 stars,"
A good read
","Reviewed in the United States on December 31, 2019"
nathan boone,5.0 out of 5 stars,"
It's a great book
","Reviewed in the United States on June 20, 2022"
JCGB,5.0 out of 5 stars,"
Learn from the best. Great history lessons. Succinct and they play devils advocate for alternate ways to play the power game. Great bedtime reading
","Reviewed in the United States on November 17, 2016"
Amazon Customer,5.0 out of 5 stars,"
Favorite Book.
","Reviewed in the United States on November 15, 2019"
T. Soprano,5.0 out of 5 stars,"
A must read for anyone
","Reviewed in the United States on July 24, 2019"
amazonprankster,5.0 out of 5 stars,"
Great book, I would highly recommend.  I bought one for myself and another one as a gift.  An awesome mix of history, psychology and life principles.  One of my favorite books of all time. Very useful.
","Reviewed in the United States on January 11, 2014"
jose,5.0 out of 5 stars,"
great book, gives you example that are in history.The people that give this book bad reviews is because they don't understand that human nature is manipulative and destructive.you can really take notes.
","Reviewed in the United States on October 5, 2013"
Art A.,5.0 out of 5 stars,"
a well written book with really interesting information.
","Reviewed in the United States on December 11, 2018"
jj,5.0 out of 5 stars,"
Great Book
","Reviewed in the United States on September 26, 2019"
Earl Johnson,5.0 out of 5 stars,"
Excellent study in modern human relations.
","Reviewed in the United States on December 22, 2019"
John,5.0 out of 5 stars,"
GREAT PRODUCT
","Reviewed in the United States on February 4, 2020"
Dennis Herry,5.0 out of 5 stars,"
I have this book on my night stand and read a chapter every night
","Reviewed in the United States on May 5, 2021"
Silje Tuxen Thingvoll,5.0 out of 5 stars,"
Wow what an eye opener. I have been such a blue eyed amateur and I feel like somebody finally showed me the real rules in life.
","Reviewed in the United States on July 18, 2017"
Amazon Customer,5.0 out of 5 stars,"
This is one of the best books I have read.  Every human being should have this book on their book shelf or next to their night stand.
","Reviewed in the United States on December 1, 2019"
Dorina Thornberry,5.0 out of 5 stars,"
Great book
","Reviewed in the United States on January 15, 2021"
Jims84,5.0 out of 5 stars,"
Great book. The side stories are great. A lot of the examples are like wow I would never have though that but make perfect sense. Never outshine the master .
","Reviewed in the United States on August 16, 2016"
Dawn Shaw,5.0 out of 5 stars,"
Once you start reading this book it is hard to put down I would recommend reading this
","Reviewed in the United States on February 16, 2018"
For_black_women,5.0 out of 5 stars,"
Excellent Read
","Reviewed in the United States on June 30, 2019"
marianna ibrahim,5.0 out of 5 stars,"
seems interesting :)
","Reviewed in the United States on October 21, 2021"
Big Mike,5.0 out of 5 stars,"
Great copy in Great condition. Definitely doesn’t look like a 30 year old book.
","Reviewed in the United States on September 27, 2020"
Best recommended for a cheap budget,5.0 out of 5 stars,"
Good novel 48 laws of power best ordered through Amazon prime been on my wish list for the longest
","Reviewed in the United States on February 10, 2021"
Rafael E.Aranda,5.0 out of 5 stars,"
Best
","Reviewed in the United States on September 17, 2019"
Dallas Jackson,5.0 out of 5 stars,"
Good read.
","Reviewed in the United States on August 26, 2019"
Lela,5.0 out of 5 stars,"
Good condition, perfect quality.
","Reviewed in the United States on August 5, 2021"
Derrick Woltz,5.0 out of 5 stars,"
nice
","Reviewed in the United States on January 26, 2022"
Jaden,5.0 out of 5 stars,"
Great book. Very practical and easy to follow.
","Reviewed in the United States on January 6, 2019"
Ashley inman,5.0 out of 5 stars,"
Love this book! I think there is a lot of great things people can learn from it.
","Reviewed in the United States on March 8, 2018"
Paul Clay,5.0 out of 5 stars,"
Thought provoking with useful ideas from the start. I can see a lot of applications for my current position in dealing with coworkers and external customers.
","Reviewed in the United States on April 12, 2016"
Big D,5.0 out of 5 stars,"
Fascinating look at the human condition...
","Reviewed in the United States on April 9, 2019"
Mike tocci,5.0 out of 5 stars,"
Awesome book! Dangerous in the wrong hands.. working with inmates, we took this out of circulation from the library. Had to buy it
","Reviewed in the United States on January 13, 2019"
ODRA MARCANO,5.0 out of 5 stars,"
love it - same as describe - came in perfect condition - the reliable company
","Reviewed in the United States on February 23, 2018"
Danny Tanner,5.0 out of 5 stars,"
If u don’t know, now u know
","Reviewed in the United States on March 4, 2019"
Rocio,5.0 out of 5 stars,"
Brand new for a good price. Recommend!
","Reviewed in the United States on September 29, 2021"
